date,likesCount,profileName,commentsCount,text,year,month,day_of_week,quarter,cleaned_text,word_count,textblob_score,vader_score,sentiment_score,sentiment_category,topic_text,dominant_topic,topic_probability
2022-12-15 06:02:09+00:00,3,221aa3f8cebda1b9a88453b44701cd578de94311acca475d3928863693c8c815,5.0,"Maybe if Fox had investigative journalists they would: 1: understand the physics of climate change and the dangers they present! 2: would expose the propaganda of the fossil fuel industry! 3: not mock those like AOC who are trying to make real change!

Here: read this/watch real investigative reporters with hard data and not Fox charlatans!

Watch and learn!

https://www.pbs.org/video/the-power-of-big-oil-part-one-denial-redxh6/",2022,12,Thursday,4,maybe if fox had investigative journalists they would understand the physics of climate change and the dangers they present would expose the propaganda of the fossil fuel industry not mock those like aoc who are trying to make real change here read thiswatch real investigative reporters with hard data and not fox charlatans watch and learn,56,0.0016666666666666718,-0.7165,-0.35741666666666666,Negative,maybe investigative journalists understand physics dangers present expose propaganda fossil fuel industry mock trying make real read thiswatch real investigative reporters hard data charlatans watch learn,2.0,0.7572412052446794
2022-11-29 20:25:36+00:00,1,c22ffa876019c68f7e91e52463982f46c77ced2b940ac32fe7711ec79faa3104,0.0,"By 2050….12-18 inches as the rate continues to accelerate , glad am 58 and not 28",2022,11,Tuesday,4,by inches as the rate continues to accelerate glad am and not,12,0.5,0.4588,0.4794,Positive,inches rate continues accelerate glad,0.0,0.2
2022-11-29 21:33:48+00:00,2,949285743ea80b9e9b167dad354f5a5eaaf1da5b98cdc9fe5a84157ab380a7d0,0.0,You simply can’t mess with science and the data collected by thousands of scientists and researchers. What will it take for politicians to finally take a stance to actually globally combat climate change????,2022,11,Tuesday,4,you simply cant mess with science and the data collected by thousands of scientists and researchers what will it take for politicians to finally take a stance to actually globally combat climate change,33,-0.04375,-0.0747,-0.059225,Negative,simply cant mess science data collected thousands scientists researchers take politicians finally take stance actually globally combat,1.0,0.4584210230085668
2022-11-29 18:39:45+00:00,5,58681fb15245b9ce795beee3d7c5c46f04921b4eca8f47cef99e0b2325492724,2.0,"Cue the science graduates of the universities of Google, Facebook, & YouTube.",2022,11,Tuesday,4,cue the science graduates of the universities of google facebook youtube,11,0.0,0.0,0.0,Neutral,science graduates universities google facebook youtube,3.0,0.5981617565267145
2022-11-29 18:30:13+00:00,0,1733ab9df96a67870d0dd61f528eef0ccd27e18b8d8ff449cd6f6eabead84e5d,2.0,"Say bye bye, Florida.",2022,11,Tuesday,4,say bye bye florida,4,0.0,0.0,0.0,Neutral,florida,,
2022-11-30 04:57:27+00:00,1,fce4a0f9af3b46e87482faa63c7a38172e01e1cff0690805b3626b16953e8df0,0.0,Sustainability VS Stability of climate change solution is a must,2022,11,Wednesday,4,sustainability vs stability of climate change solution is a must,10,0.0,0.3182,0.1591,Positive,sustainability stability solution must,2.0,0.5998188465198284
2023-12-02 16:41:56+00:00,1,659c632c53addc776a9da0b661e26366474f0bcaed0533b6859f4726f83382f5,1.0,Dutchy Holland maybe you better move up a level in your apartment building,2023,12,Saturday,4,dutchy holland maybe you better move up a level in your apartment building,13,0.5,0.4404,0.4702,Positive,dutchy holland maybe better move level apartment building,3.0,0.721790648650799
2022-11-29 19:49:25+00:00,12,1e4556b15dd947d0253050130dea1f4b152a8bf628e60e5cda27c3a3f0ce2c1c,23.0,Yet so many westerners don't believe or understand the simple science behind global warming. This is why BigOil still has so much power.,2022,11,Tuesday,4,yet so many westerners dont believe or understand the simple science behind global warming this is why bigoil still has so much power,23,0.06,0.1531,0.10655,Positive,many westerners dont believe understand simple science behind global warming bigoil still much power,3.0,0.8013478403421402
2022-12-05 13:56:09+00:00,0,a692d90a388a604308ba0c84a39deb22b073b0de0aa9ac8d0494894ba3f20c18,0.0,Di pulau Jawa Indonesia sering gempa sekarang,2022,12,Monday,4,di pulau jawa indonesia sering gempa sekarang,7,0.0,0.0,0.0,Neutral,pulau jawa indonesia sering gempa sekarang,0.0,0.2
2022-11-30 02:38:06+00:00,0,11ad66ba1a715c96732d126041a7cc3842e0641a3ab69cb7c144395d89844979,0.0,"Andrew Bidi apropo de conversatia noastra, am vazut asta si am zis sa iti arat 😅",2022,11,Wednesday,4,andrew bidi apropo de conversatia noastra am vazut asta si am zis sa iti arat,15,0.0,0.0,0.0,Neutral,andrew bidi apropo conversatia noastra vazut asta arat,0.0,0.2
